Ticker,Best_FastEMA,Best_SlowEMA,Opt_FuncValue,Opt_Iterations,Opt_Evals,Opt_Message,Opt_TimeSec,Status,FinalCapital,TradePnLCount,MTMPnLCount,Years,NoOfTrades,NoOfProfitTrades,NoOfLossTrades,MaxDrawDown,HitRatio,AvgReturnPerTrade,AvgProfitPerTrade,AvgLossPerTrade,MaxProfitPerTrade,MaxLossPerTrade,MaxConsecutiveLoss,StdReturn,SharpeRatio,CalmarRatio,CAGR
RELIANCE,22,186,1.579556137,39,1203,Optimization terminated successfully.,102.811,OK,944605.7171,13,13,,13,6,7,-0.017982215,0.461538462,0.000332447,0.011817733,-0.009512084,0.022982799,-0.000257285,3,0.012596413,-3.94299172,,
